,City,Country,Latitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (MPH)
1002,Kochubey,RU,44.39,51.56,89,0,6.06
1003,Yellowknife,CA,62.45,1.47,70,5,8.05
1004,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
1005,Arraial do Cabo,BR,-22.97,77.39,93,0,18.25
1006,Biri,NO,60.95,32.0,89,92,11.01
1007,Kapaa,US,22.08,68.36,73,40,6.29
1008,Cape Town,ZA,-33.93,63.52,63,20,16.11
1009,Butaritari,KI,3.07,84.41,98,92,13.78
1010,Vaini,IN,15.34,95.93,32,0,6.4
1011,Avarua,CK,-21.21,71.6,88,68,2.24
1012,Bluff,AU,-23.58,80.45,41,44,10.65
1013,Durban,FR,43.54,46.63,70,0,11.41
1014,Taoudenni,ML,22.68,73.61,30,24,10.2
1015,Vila Velha,BR,-3.71,75.4,88,75,4.7
1016,Rikitea,PF,-23.12,76.22,100,32,16.69
1017,Dali,CN,25.6,58.22,78,64,2.37
1018,Kruisfontein,ZA,-34.0,61.46,92,44,5.39
1019,Kaitangata,NZ,-46.28,46.0,67,8,5.99
1020,Chuy,UY,-33.69,65.96,89,20,26.08
1021,Kapaa,US,22.08,68.36,73,40,6.29
1022,Kiunga,PG,-6.12,77.57,92,88,2.04
1023,Olinda,EC,-2.03,77.0,88,75,8.05
1024,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1025,Albany,US,42.65,26.49,42,40,2.26
1026,Iqaluit,CA,63.75,1.15,84,90,27.51
1027,Lebu,ET,8.96,72.26,48,36,7.52
1028,Saku,JP,36.21,62.6,14,20,18.34
1029,Revelstoke,CA,50.99,37.4,93,1,2.24
1030,San Pedro,AR,-33.68,53.01,90,0,1.01
1031,Pevek,RU,69.7,8.9,85,48,2.59
1032,Castro,CL,-42.48,44.6,100,90,3.36
1033,Bredasdorp,ZA,-34.53,60.33,87,68,3.36
1034,Ribeira Grande,PT,38.52,55.4,58,75,6.93
1035,Geraldton,CA,49.72,26.6,68,75,12.75
1036,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
1037,Buenos Aires,AR,-34.61,57.45,82,75,9.17
1038,Hofn,IS,64.25,36.62,100,0,11.54
1039,Bagru,IN,26.81,102.2,11,40,4.7
1040,Pevek,RU,69.7,8.9,85,48,2.59
1041,Hermanus,ZA,-34.42,62.78,86,0,4.38
1042,Mataura,NZ,-46.19,46.0,77,8,4.72
1043,Vaini,IN,15.34,95.93,32,0,6.4
1044,Rikitea,PF,-23.12,76.22,100,32,16.69
1045,Chicama,PE,-7.84,66.2,93,0,4.7
1046,Beroroha,MG,-21.68,89.09,49,68,2.37
1047,Dawei,MM,14.07,88.64,67,8,2.04
1048,East London,ZA,-33.02,60.8,100,90,11.41
1049,Port Lincoln,AU,-34.72,65.69,86,0,18.25
1050,Kapaa,US,22.08,68.36,73,40,6.29
1051,Vaini,IN,15.34,95.93,32,0,6.4
1052,Matadi,CD,-5.83,83.69,79,92,5.17
1053,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1054,Ocsa,HU,47.3,57.0,43,0,17.22
1055,Rikitea,PF,-23.12,76.22,100,32,16.69
1056,Palmas,BR,-10.18,73.07,97,92,4.72
1057,Ostrovnoy,RU,68.05,29.33,96,20,6.96
1058,Bathsheba,BB,13.22,77.0,73,40,20.8
1059,Kemin,KG,42.79,42.02,92,88,1.81
1060,Kavieng,PG,-2.57,84.59,100,32,5.61
1061,Pangnirtung,CA,66.15,12.2,72,90,14.99
1062,Port Alfred,ZA,-33.59,62.01,96,88,1.01
1063,Fairbanks,US,64.84,24.55,41,1,9.17
1064,Kapaa,US,22.08,68.36,73,40,6.29
1065,Kaitangata,NZ,-46.28,46.0,67,8,5.99
1066,Kapaa,US,22.08,68.36,73,40,6.29
1067,Busselton,AU,-33.64,70.3,24,0,7.96
1068,Date,JP,42.53,42.53,86,75,13.87
1069,Haines Junction,CA,60.75,17.99,87,80,2.15
1070,Winsum,NL,53.33,42.89,93,90,3.36
1071,Haikou,CN,20.04,80.6,83,75,6.71
1072,Sisimiut,GL,66.94,20.33,87,64,4.16
1073,Saint-Philippe,CA,45.36,22.55,53,1,4.7
1074,Fort Nelson,CA,58.81,14.0,78,90,2.24
1075,Kosh-Agach,RU,49.99,43.64,39,20,10.31
1076,Puerto Escondido,MX,15.86,82.79,100,32,9.98
1077,Rikitea,PF,-23.12,76.22,100,32,16.69
1078,Hobart,AU,-42.88,65.64,55,75,10.29
1079,Atuona,PF,-9.8,83.33,96,92,15.68
1080,Upernavik,GL,72.79,8.27,100,36,3.49
1081,Saint-Philippe,CA,45.36,22.55,53,1,4.7
1082,Port Alfred,ZA,-33.59,62.01,96,88,1.01
1083,Cape Town,ZA,-33.93,63.52,63,20,16.11
1084,Russell,AR,-33.01,57.2,44,0,2.37
1085,Busselton,AU,-33.64,70.3,24,0,7.96
1086,Albany,US,42.65,26.49,42,40,2.26
1087,Ushuaia,AR,-54.81,37.4,100,75,12.75
1088,Tuktoyaktuk,CA,69.44,1.61,90,36,3.94
1089,Matagami,NG,9.67,85.13,54,0,5.5
1090,Ahipara,NZ,-35.17,58.49,100,44,5.73
1091,Ashland,US,38.48,54.36,71,90,2.37
1092,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1093,Rock Springs,US,41.59,42.8,56,20,4.7
1094,Nanding,CN,24.87,69.29,69,0,3.15
1095,East London,ZA,-33.02,60.8,100,90,11.41
1096,Cape Town,ZA,-33.93,63.52,63,20,16.11
1097,Hilo,US,19.71,68.77,78,90,3.36
1098,Clyde River,CA,70.47,-7.61,83,1,4.7
1099,Jamestown,AU,-33.21,81.98,23,56,13.67
1100,Hella,IS,63.84,33.12,74,40,6.93
1101,Tilichiki,RU,60.47,30.77,87,24,5.28
1102,Galveston,US,40.58,40.57,87,20,10.29
1103,Victoria,BN,5.28,87.44,70,75,5.82
1104,Bosaso,SO,11.28,91.4,29,0,25.28
1105,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1106,Japura,ID,-0.42,83.51,80,24,2.71
1107,Provideniya,RU,64.42,20.87,96,0,17.36
1108,Yellowknife,CA,62.45,1.47,70,5,8.05
1109,Nikolskoye,RU,59.7,47.97,45,0,4.47
1110,Ushuaia,AR,-54.81,37.4,100,75,12.75
1111,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
1112,Valer,ES,41.76,42.47,72,24,11.54
1113,Sao Francisco do Sul,BR,-26.24,75.0,96,20,7.74
1114,Khatanga,RU,71.98,21.32,91,68,12.21
1115,Hoyanger,NO,61.22,44.01,83,0,1.12
1116,Lebu,ET,8.96,72.26,48,36,7.52
1117,Ambon,FR,47.55,44.58,100,92,10.29
1118,Albany,US,42.65,26.49,42,40,2.26
1119,Hermanus,ZA,-34.42,62.78,86,0,4.38
1120,Gola Gokarannath,IN,28.07,98.63,36,0,4.16
1121,San Patricio,PY,-26.98,64.79,99,92,8.75
1122,Kamenka,RU,53.19,37.99,75,80,8.19
1123,Ler,NO,63.2,45.14,56,0,21.92
1124,De-Kastri,RU,51.48,32.12,85,64,11.65
1125,Bethel,US,60.79,27.95,68,1,16.11
1126,Qitaihe,CN,45.77,38.06,57,56,8.75
1127,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1128,Belmopan,BZ,17.25,74.12,83,0,4.7
1129,Laguna,MX,27.52,58.58,82,8,2.37
1130,Vaini,IN,15.34,95.93,32,0,6.4
1131,Rikitea,PF,-23.12,76.22,100,32,16.69
1132,Quang Ngai,VN,15.12,80.81,63,92,3.15
1133,Ocampo,PH,13.56,84.14,71,0,7.29
1134,Bluff,AU,-23.58,80.45,41,44,10.65
1135,Busselton,AU,-33.64,70.3,24,0,7.96
1136,Jamestown,AU,-33.21,81.98,23,56,13.67
1137,Atuona,PF,-9.8,83.33,96,92,15.68
1138,Busselton,AU,-33.64,70.3,24,0,7.96
1139,Cape Town,ZA,-33.93,63.52,63,20,16.11
1140,Port Alfred,ZA,-33.59,62.01,96,88,1.01
1141,Rikitea,PF,-23.12,76.22,100,32,16.69
1142,Te Anau,NZ,-45.41,32.93,85,12,2.37
1143,Khatanga,RU,71.98,21.32,91,68,12.21
1144,Hobart,AU,-42.88,65.64,55,75,10.29
1145,Rikitea,PF,-23.12,76.22,100,32,16.69
1146,Salym,RU,60.06,47.15,46,0,7.52
1147,Soyo,AO,-6.13,83.96,86,88,2.59
1148,Bongandanga,CD,1.51,84.77,81,0,3.04
1149,Ajdabiya,LY,30.75,78.38,35,88,11.21
1150,Mitu,IR,36.2,53.63,55,68,3.71
1151,Pak Phanang,TH,8.35,93.2,56,20,11.41
1152,Lavrentiya,RU,65.58,13.76,74,0,9.42
1153,Upernavik,GL,72.79,8.27,100,36,3.49
1154,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1155,Bluff,AU,-23.58,80.45,41,44,10.65
1156,Lerwick,GB,60.15,46.4,93,40,4.7
1157,Atuona,PF,-9.8,83.33,96,92,15.68
1158,Vaini,IN,15.34,95.93,32,0,6.4
1159,Dikson,RU,73.51,20.24,100,44,8.86
1160,Codrington,AU,-28.95,70.95,73,90,3.94
1161,Jamestown,AU,-33.21,81.98,23,56,13.67
1162,Cabo San Lucas,MX,22.89,66.27,92,32,5.01
1163,Tigil,RU,57.8,31.76,86,12,9.75
1164,Busselton,AU,-33.64,70.3,24,0,7.96
1165,Hobart,AU,-42.88,65.64,55,75,10.29
1166,Vila Velha,BR,-3.71,75.4,88,75,4.7
1167,Mar del Plata,AR,-46.43,53.27,68,24,17.36
1168,Rikitea,PF,-23.12,76.22,100,32,16.69
1169,Egvekinot,RU,66.32,5.39,71,12,2.71
1170,Port Alfred,ZA,-33.59,62.01,96,88,1.01
1171,Mackay,CA,53.65,32.0,92,90,5.82
1172,Sao Sebastiao,BR,-3.15,76.85,91,56,5.17
1173,Saint-Philippe,CA,45.36,22.55,53,1,4.7
1174,Lebu,ET,8.96,72.26,48,36,7.52
1175,Kilindoni,TZ,-7.91,79.82,100,80,1.14
1176,Kapaa,US,22.08,68.36,73,40,6.29
1177,Thompson,CA,55.74,8.6,92,5,5.82
1178,Port Elizabeth,US,39.31,46.98,42,75,11.41
1179,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1180,Derzhavinsk,KZ,51.1,49.04,97,32,9.42
1181,Port Alfred,ZA,-33.59,62.01,96,88,1.01
1182,Camargo,MX,27.69,55.52,31,56,4.94
1183,Diamantino,BR,-14.4,75.14,91,44,6.73
1184,Derbent,RU,42.06,52.64,77,0,3.6
1185,New Norfolk,AU,-42.78,65.64,55,75,10.29
1186,Vao,EE,59.1,48.14,78,12,4.83
1187,Busselton,AU,-33.64,70.3,24,0,7.96
1188,Kaeo,NZ,-35.1,54.62,87,24,6.4
1189,Rikitea,PF,-23.12,76.22,100,32,16.69
1190,San Patricio,PY,-26.98,64.79,99,92,8.75
1191,Baghdad,IQ,33.3,71.36,61,68,17.36
1192,Udachnyy,RU,66.42,27.08,56,48,3.27
1193,Moranbah,AU,-22.0,77.3,52,8,14.34
1194,Severo-Kurilsk,RU,50.68,33.02,96,92,9.86
1195,Praia da Vitoria,PT,38.73,53.8,66,40,18.25
1196,Pryazha,RU,61.69,44.6,45,0,4.72
1197,Alibag,IN,18.64,88.54,62,20,9.17
1198,Cape Town,ZA,-33.93,63.52,63,20,16.11
1199,Chokurdakh,RU,70.62,11.24,77,24,2.71
1200,San Patricio,PY,-26.98,64.79,99,92,8.75
1201,Umm Lajj,SA,25.02,78.92,65,0,12.33
1202,Makakilo City,US,21.35,71.82,68,1,3.36
1203,Bluff,AU,-23.58,80.45,41,44,10.65
1204,Yellowknife,CA,62.45,1.47,70,5,8.05
1205,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1206,Coihueco,CL,-36.63,46.4,87,0,8.05
1207,Jaten,ID,-7.39,89.38,63,40,6.93
1208,Iqaluit,CA,63.75,1.15,84,90,27.51
1209,Dolores,UY,-33.53,58.76,83,0,16.8
1210,Hasaki,JP,35.73,66.85,34,20,26.4
1211,Cayenne,GF,4.94,75.2,94,90,1.12
1212,Yulara,AU,-25.24,95.0,10,0,9.17
1213,Port Elizabeth,US,39.31,46.98,42,75,11.41
1214,Cape Town,ZA,-33.93,63.52,63,20,16.11
1215,Denizli,TR,37.77,50.0,71,20,6.93
1216,Great Yarmouth,GB,52.61,48.22,87,0,11.41
1217,East London,ZA,-33.02,60.8,100,90,11.41
1218,Rikitea,PF,-23.12,76.22,100,32,16.69
1219,Upernavik,GL,72.79,8.27,100,36,3.49
1220,Rikitea,PF,-23.12,76.22,100,32,16.69
1221,Santa Teresa,VE,10.26,64.0,73,92,2.93
1222,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
1223,Hami,CN,42.84,76.58,30,0,9.98
1224,Saint Anthony,US,43.97,43.47,75,90,4.7
1225,Mataura,NZ,-46.19,46.0,77,8,4.72
1226,Huarmey,PE,-10.07,60.47,92,24,2.71
1227,Vaini,IN,15.34,95.93,32,0,6.4
1228,Rikitea,PF,-23.12,76.22,100,32,16.69
1229,Busselton,AU,-33.64,70.3,24,0,7.96
1230,Atuona,PF,-9.8,83.33,96,92,15.68
1231,Camacha,PT,33.08,58.21,76,40,20.8
1232,Taksimo,RU,56.36,24.83,47,76,3.15
1233,Shugurovo,RU,54.51,37.79,95,56,5.06
1234,Mahebourg,MU,-20.41,84.65,74,75,11.41
1235,Orbetello,IT,42.44,48.25,87,20,3.36
1236,Ribas do Rio Pardo,BR,-20.45,72.53,90,0,8.19
1237,Kavieng,PG,-2.57,84.59,100,32,5.61
1238,Aksu,KZ,52.04,50.0,81,90,15.66
1239,Tasiilaq,GL,65.61,23.0,73,44,5.82
1240,Samarai,PG,-10.62,79.91,100,88,11.43
1241,Sioux Lookout,CA,50.1,31.26,92,90,8.05
1242,Chokurdakh,RU,70.62,11.24,77,24,2.71
1243,Meghradzor,AM,40.61,52.97,54,8,1.12
1244,Ushuaia,AR,-54.81,37.4,100,75,12.75
1245,Yarmouth,GB,50.71,48.04,71,75,23.04
1246,Ribeira Grande,PT,38.52,55.4,58,75,6.93
1247,Bonthe,SL,7.53,79.46,84,32,3.15
1248,Albany,US,42.65,26.49,42,40,2.26
1249,Yellowknife,CA,62.45,1.47,70,5,8.05
1250,Puerto Carreno,CO,6.19,70.82,70,12,3.6
1251,Luancheng,CN,37.88,75.2,29,0,13.42
1252,Rikitea,PF,-23.12,76.22,100,32,16.69
1253,Avarua,CK,-21.21,71.6,88,68,2.24
1254,Abnub,EG,27.27,73.88,51,32,5.5
1255,Geraldton,CA,49.72,26.6,68,75,12.75
1256,Kaitangata,NZ,-46.28,46.0,67,8,5.99
1257,Port Blair,IN,11.67,85.58,100,8,3.15
1258,Anadyr,RU,64.73,12.09,78,0,4.47
1259,Kapaa,US,22.08,68.36,73,40,6.29
1260,Leningradskiy,RU,69.38,1.7,69,0,3.6
1261,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1262,Bluff,AU,-23.58,80.45,41,44,10.65
1263,Souillac,FR,45.6,46.65,56,0,11.41
1264,Makokou,GA,0.56,71.45,100,92,2.93
1265,Ibra,OM,22.69,91.79,25,92,3.04
1266,Labuhan,ID,-2.54,81.44,76,92,3.04
1267,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
1268,Hilo,US,19.71,68.77,78,90,3.36
1269,Mopipi,BW,-21.2,87.2,26,12,11.65
1270,Makat,KZ,47.65,50.21,100,92,5.06
1271,Kamina,CD,-8.74,81.08,80,64,3.83
1272,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1273,Albany,US,42.65,26.49,42,40,2.26
1274,Nchelenge,ZM,-9.35,78.74,76,64,3.49
1275,Port Elizabeth,US,39.31,46.98,42,75,11.41
1276,Nome,US,30.04,69.39,94,90,3.36
1277,Scarborough,GB,54.28,46.47,87,20,9.17
1278,Cabo San Lucas,MX,22.89,66.27,92,32,5.01
1279,Lolodorf,CM,3.23,75.41,92,68,3.38
1280,Busselton,AU,-33.64,70.3,24,0,7.96
1281,Lebu,ET,8.96,72.26,48,36,7.52
1282,New Norfolk,AU,-42.78,65.64,55,75,10.29
1283,Yeppoon,AU,-23.13,80.6,54,75,8.05
1284,Rikitea,PF,-23.12,76.22,100,32,16.69
1285,Mataura,NZ,-46.19,46.0,77,8,4.72
1286,Dunedin,NZ,-45.87,48.0,73,56,2.71
1287,Tilichiki,RU,60.47,30.77,87,24,5.28
1288,Namibe,AO,-15.19,78.74,100,0,5.95
1289,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1290,Jamestown,AU,-33.21,81.98,23,56,13.67
1291,Punta Arenas,CL,-53.16,48.09,76,75,20.8
1292,Rocha,UY,-34.48,59.84,89,44,15.79
1293,Lewisporte,CA,49.25,24.71,62,75,27.51
1294,Saldanha,PT,41.42,42.2,79,48,7.4
1295,Richards Bay,ZA,-28.77,67.49,100,100,13.78
1296,Butaritari,KI,3.07,84.41,98,92,13.78
1297,Port Lincoln,AU,-34.72,65.69,86,0,18.25
1298,Hwange,ZW,-18.35,86.57,34,0,13.67
1299,Bredasdorp,ZA,-34.53,60.33,87,68,3.36
1300,Hithadhoo,MV,-0.6,84.41,100,0,5.39
1301,Fukue,JP,35.03,64.47,63,75,12.75
1302,Samarai,PG,-10.62,79.91,100,88,11.43
1303,Busselton,AU,-33.64,70.3,24,0,7.96
1304,Sao Gabriel da Cachoeira,BR,-0.13,75.95,95,64,2.15
1305,Georgetown,GY,6.8,77.39,73,24,6.17
1306,Zhigansk,RU,66.77,32.21,55,20,6.51
1307,Dikson,RU,73.51,20.24,100,44,8.86
1308,Alice Springs,AU,-23.7,91.4,17,0,8.05
1309,Cuiluan,CN,47.72,42.11,27,68,7.29
1310,Sao Joao da Barra,BR,-21.64,81.08,96,0,20.49
1311,Rapid Valley,US,44.06,41.58,100,1,3.36
1312,Kruisfontein,ZA,-34.0,61.46,92,44,5.39
1313,Nara,JP,34.68,64.67,32,0,14.99
1314,Barrow,AR,-38.31,51.92,74,0,8.3
1315,Port Blair,IN,11.67,85.58,100,8,3.15
1316,Ahuimanu,US,21.44,71.71,73,90,5.82
1317,Bell Ville,AR,-32.63,55.7,59,0,13.22
1318,Bredasdorp,ZA,-34.53,60.33,87,68,3.36
1319,Sassandra,CI,4.95,82.61,99,76,13.67
1320,Santiago del Estero,AR,-27.8,60.47,63,8,10.65
1321,Esmeraldas,BR,-19.76,69.8,88,20,2.24
1322,Butaritari,KI,3.07,84.41,98,92,13.78
1323,Lata,IN,30.78,55.07,100,24,1.59
1324,Klaksvik,FO,62.23,44.6,70,12,9.17
1325,Codrington,AU,-28.95,70.95,73,90,3.94
1326,Kavieng,PG,-2.57,84.59,100,32,5.61
1327,Richards Bay,ZA,-28.77,67.49,100,100,13.78
1328,Ponta do Sol,BR,-20.63,65.06,90,56,3.15
1329,Rikitea,PF,-23.12,76.22,100,32,16.69
1330,Castro,CL,-42.48,44.6,100,90,3.36
1331,Sola,NO,58.89,54.52,50,0,12.75
1332,Ushuaia,AR,-54.81,37.4,100,75,12.75
1333,Jiayuguan,CN,39.77,53.36,58,8,11.43
1334,Karratha,AU,-20.74,100.52,10,0,9.31
1335,Bluff,AU,-23.58,80.45,41,44,10.65
1336,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
1337,Airai,TL,-8.93,80.09,56,20,2.59
1338,Lorengau,PG,-2.02,81.44,100,92,5.17
1339,Souillac,FR,45.6,46.65,56,0,11.41
1340,Port Alfred,ZA,-33.59,62.01,96,88,1.01
1341,Ushuaia,AR,-54.81,37.4,100,75,12.75
1342,Fort Morgan,US,40.25,49.08,61,20,6.93
1343,Vozuca,BA,44.36,56.12,51,40,18.34
1344,Mataura,NZ,-46.19,46.0,77,8,4.72
1345,Ust-Barguzin,RU,53.41,27.26,50,36,6.17
1346,Vestmanna,FO,62.16,44.6,70,12,9.17
1347,Hermanus,ZA,-34.42,62.78,86,0,4.38
1348,Tasiilaq,GL,65.61,23.0,73,44,5.82
1349,Qaanaaq,GL,77.48,0.44,71,24,7.63
1350,Puerto Ayora,EC,-0.74,76.76,100,48,4.94
